"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_id","Answer.survey code","Approve","Reject"
"3ZG552ORAMZXNQW6TSHX1XSLHJQV27","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3K5TEWLKGW63KV828X7QCXVPECVIVS","A20FCMWP43CVIU","Approved","Sun Apr 28 12:55:57 PDT 2019","Sun Apr 28 13:00:56 PDT 2019","Sun May 05 13:00:56 PDT 2019","Sun Apr 28 16:02:44 PDT 2019","","","299","100% (1/1)","100% (1/1)","100% (1/1)","000000111543","bb4ad528-60ec-ba59-e9b1-bbc334fc0753"
"3Y40HMYLL1DYBRA3CRSLV1KYGLIXUV","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","36AHBNMV1S73GENLLUTZSZJ64OMDYR","A2NGMLBFZ3YQP5","Approved","Sun Apr 28 12:31:53 PDT 2019","Sun Apr 28 12:37:15 PDT 2019","Sun May 05 12:37:15 PDT 2019","Sun Apr 28 16:02:44 PDT 2019","","","322","100% (1/1)","100% (1/1)","100% (1/1)","000000104752","0c61340a-a1c1-be47-3914-79888d92116c"
"3SCKNODZ0XBR1MK3XDC1N7FG6WB7NJ","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3U088ZLJVLO5SPRRUHNGSVE7ZR8W0D","A1BYJRQHBQ5JXU","Approved","Sun Apr 28 12:04:06 PDT 2019","Sun Apr 28 12:27:58 PDT 2019","Sun May 05 12:27:58 PDT 2019","Sun Apr 28 16:02:44 PDT 2019","","","1432","100% (1/1)","100% (1/1)","100% (1/1)","000000101548","56aa7ea1-4276-7675-11e7-4965d46844b5"
"3X4Q1O9UBHH9J7KFYSCE2WFLW6G7OY","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3ATPCQ38J955I7K91K2X2YB0JLKYA5","A2VPHDKX329A8I","Approved","Sun Apr 28 12:02:44 PDT 2019","Sun Apr 28 12:10:49 PDT 2019","Sun May 05 12:10:49 PDT 2019","Sun Apr 28 16:02:44 PDT 2019","","","485","100% (1/1)","100% (1/1)","100% (1/1)","000000100812","a823c04a-be43-5563-8374-19897670678b"
"322ZSN9Z5GFSDC74SB06TU1Y4C74TX","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3CPLWGV3MPUX1P6Q2CFMPN299KC9NR","A10AVMDRAU2NN5","Approved","Sun Apr 28 13:31:15 PDT 2019","Sun Apr 28 13:39:13 PDT 2019","Sun May 05 13:39:13 PDT 2019","Sun Apr 28 16:02:44 PDT 2019","","","478","100% (1/1)","100% (1/1)","100% (1/1)","000000100722","45869e5d-7565-6728-042c-f0f99796fbb7"
"3J5XXLQDHM6M88SPXSV2K7XDNXQV3I","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","39KFRKBFIOQUKBEAB37F3TV582KYO0","A28HB7240OFGEW","Approved","Sun Apr 28 11:29:52 PDT 2019","Sun Apr 28 11:38:35 PDT 2019","Sun May 05 11:38:35 PDT 2019","Sun Apr 28 16:02:44 PDT 2019","","","523","100% (1/1)","100% (1/1)","100% (1/1)","000000094084","9c2c1b2b-5214-54e7-03a7-7de354325d8a"
"3PA41K45VNZR47WGDSPTRWKB6BC7PF","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3I3WADAZ9RZWIN4Q012ISWXCDXL5OW","A2TKHXY755FAM","Approved","Sun Apr 28 12:02:16 PDT 2019","Sun Apr 28 12:11:06 PDT 2019","Sun May 05 12:11:06 PDT 2019","Sun Apr 28 16:02:44 PDT 2019","","","530","100% (1/1)","100% (1/1)","100% (1/1)","000000092480","379b76a7-24c7-03f6-bdf3-40473a3ad57f"
"3LAZVA75NIM2X6N9SGVJ65YDLQU2OD","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3GS6S824SRS8DLJYVNPE37AK7KJNWF","A1Z0VVDFYH9PBW","Approved","Sun Apr 28 12:03:34 PDT 2019","Sun Apr 28 12:05:59 PDT 2019","Sun May 05 12:05:59 PDT 2019","Sun Apr 28 16:02:45 PDT 2019","","","145","100% (1/1)","100% (1/1)","100% (1/1)","000000090350","5910e581-1d2a-7311-6edb-e7d60d72de95"
"39O6Z4JLX2SYO6Z3HH2QRNMHUSRXVK","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","33UKMF931AFEGHKOXE6FPM9DS8XTT6","A1HNIWB0V84UN8","Approved","Sun Apr 28 13:10:41 PDT 2019","Sun Apr 28 13:23:04 PDT 2019","Sun May 05 13:23:04 PDT 2019","Sun Apr 28 16:02:44 PDT 2019","","","743","100% (1/1)","100% (1/1)","100% (1/1)","000000076590","44bcffa3-3c26-5e33-a4c0-f8c663d4cba1"
"3XDJY5RK5SG7DPMTSGQGYQN0NQE4UO","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3BXQMRHWK0TP3Z9TOMVD840NHEYMUF","A1PLZ8RM4NW43J","Approved","Sun Apr 28 12:02:03 PDT 2019","Sun Apr 28 12:06:25 PDT 2019","Sun May 05 12:06:25 PDT 2019","Sun Apr 28 16:02:45 PDT 2019","","","262","100% (1/1)","100% (1/1)","100% (1/1)","000000065085","b99099d2-96e5-23ac-e574-cdb3157dd849"
"38XPGNCKHTV7Q4BTX60LUCPJ1XN4VD","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3SKRO2GZ72ME4EIS1M8DIP3MHC4K17","AKBRH661KPW1R","Approved","Sun Apr 28 11:52:57 PDT 2019","Sun Apr 28 12:34:37 PDT 2019","Sun May 05 12:34:37 PDT 2019","Sun Apr 28 16:02:45 PDT 2019","","","2500","100% (1/1)","100% (1/1)","100% (1/1)","000000064317","8000c6f6-bde3-14b6-2b45-d7a98fca6161"
"3DGDV62G7O4KI6ZA7G8YV533VVQ2PU","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","39ASUFLU6Y2J8FBBCTIHF3UI2V3XEA","A3EEDOG88EIX72","Approved","Sun Apr 28 13:45:16 PDT 2019","Sun Apr 28 13:51:08 PDT 2019","Sun May 05 13:51:08 PDT 2019","Sun Apr 28 16:02:45 PDT 2019","","","352","100% (1/1)","100% (1/1)","100% (1/1)","000000059231","5d6a3a93-ac2a-0590-34d5-312bfbfdafde"
"337F8MIIMZ8RX3ADU9CW9JZT71A04H","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","39GXDJN2OU9AVPWPZBVZZ81BBH98VV","AB5T5XCK2ZD47","Approved","Sun Apr 28 14:51:07 PDT 2019","Sun Apr 28 15:00:24 PDT 2019","Sun May 05 15:00:24 PDT 2019","Sun Apr 28 16:02:45 PDT 2019","","","557","100% (1/1)","100% (1/1)","100% (1/1)","000000046809","a371501c-956c-c075-b78a-3e7f9b5e7f8d"
"3MG8450X2O5T2I8CQ0I41OYVEM9PUZ","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3MX2NQ3YCAPJCWII1SPEB9O5P1NX5Q","A1RDV4Z3NZWSZ6","Approved","Sun Apr 28 11:45:17 PDT 2019","Sun Apr 28 11:52:32 PDT 2019","Sun May 05 11:52:32 PDT 2019","Sun Apr 28 16:02:45 PDT 2019","","","435","100% (1/1)","100% (1/1)","100% (1/1)","000000031374","fdcb55b0-e16d-0a6d-f818-213750e776c4"
"38XPGNCKHTV7Q4BTX60LUCPJ1XMV43","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3G5W44VEU8DB8T8VJ5TGPC7SJ1LKG5","A2BCNRHZU9V7C4","Approved","Sun Apr 28 11:33:44 PDT 2019","Sun Apr 28 12:06:52 PDT 2019","Sun May 05 12:06:52 PDT 2019","Sun Apr 28 16:02:45 PDT 2019","","","1988","100% (1/1)","100% (1/1)","100% (1/1)","000000028069","86fa03e5-a997-5d14-015a-5f97a7ebb730"
"3TUOHPJXYHSB3VZ87R7MDP5V11TXWU","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3TAYZSBPLM3JHIDWPZHTEU41QCU2SM","A36ZLJPURT0ILP","Approved","Sun Apr 28 11:37:30 PDT 2019","Sun Apr 28 11:42:42 PDT 2019","Sun May 05 11:42:42 PDT 2019","Sun Apr 28 16:02:45 PDT 2019","","","312","100% (1/1)","100% (1/1)","100% (1/1)","000000026800","c3a3d2ac-ceab-ff8f-4c60-c7d6f6e59e0f"
"30P8I9JKOIGPMNFTBBJVZ4VX1THV58","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3EFVCAY5L4414UWVIMHGWKQHGT9J8Q","ANBWJZYU2A68T","Approved","Sun Apr 28 11:43:03 PDT 2019","Sun Apr 28 11:58:19 PDT 2019","Sun May 05 11:58:19 PDT 2019","Sun Apr 28 16:02:45 PDT 2019","","","916","100% (1/1)","100% (1/1)","100% (1/1)","000000021780","86fe39ec-579f-74e6-8dd0-59e0d0c80a94"
"3ZC62PVYDH5QSV4YHW38F8J2A3ZXXN","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3GNA64GUZFZZ3ZH6FEUMH1SCSY05Q1","A1ZVC2VT88SYEP","Approved","Sun Apr 28 11:38:08 PDT 2019","Sun Apr 28 11:43:43 PDT 2019","Sun May 05 11:43:43 PDT 2019","Sun Apr 28 16:02:45 PDT 2019","","","335","100% (1/1)","100% (1/1)","100% (1/1)","000000016870","be977690-6748-aa1b-ae14-70bc7c2aa57c"
"30EMX9PEVKECCEJSO3IWQ6U8ZFISKL","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3KRVW3HTZOG9OMHPZH0DT3IZWHMMS8","AXKVHJHF1EOVT","Approved","Sun Apr 28 13:01:02 PDT 2019","Sun Apr 28 13:08:57 PDT 2019","Sun May 05 13:08:57 PDT 2019","Sun Apr 28 16:02:45 PDT 2019","","","475","100% (1/1)","100% (1/1)","100% (1/1)","000000006332","beb78578-77ce-e38b-eeb9-67cf6274bb4c"
"3S8A4GJRD3YL5RF7GUT0RA9XXOSV6O","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3YWRV122CTUAIA7PULLU3MZSX97U8X","A19LVWX8ZLO6CS","Approved","Sun Apr 28 11:44:42 PDT 2019","Sun Apr 28 11:52:02 PDT 2019","Sun May 05 11:52:02 PDT 2019","Sun Apr 28 16:02:45 PDT 2019","","","440","100% (1/1)","100% (1/1)","100% (1/1)","000000004032","19b4c0bf-7659-d24e-1767-ae6d0923dbff"
